Polling http://127.0.0.1:80/server-status?auto every 1.0s. Logging to results_defended/sweep_N50/logs/monitor_log.csv. Press Ctrl+C to stop.
[monitor] busy=1 idle=9 conns=10 cpu=11.8% mem=66.7%
[monitor] busy=1 idle=9 conns=0 cpu=0.8% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.6% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.9% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.8% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=1.6% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=1.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=1.9% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=1.7% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=1.1% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.9% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.6% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.9% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.2% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.6% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.2% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.2% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.8% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=0.8% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=1.0% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.9% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=1.1% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.3% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=4.0% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=4.2% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.6% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=4.1% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.2%
[monitor] busy=1 idle=9 conns=0 cpu=6.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=12.7% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=11.0% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=18.3% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=5.1% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=8.1% mem=65.3%
[monitor] busy=1 idle=9 conns=0 cpu=12.1% mem=65.9%
[monitor] busy=1 idle=9 conns=0 cpu=11.3% mem=65.8%
