Polling http://127.0.0.1:80/server-status?auto every 1.0s. Logging to results_defended/sweep_N50/logs/monitor_log.csv. Press Ctrl+C to stop.
[monitor] busy=1 idle=9 conns=10 cpu=11.8% mem=66.7%
[monitor] busy=1 idle=9 conns=10 cpu=1.2% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=1.8% mem=66.9%
[monitor] busy=1 idle=9 conns=10 cpu=4.2% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=5.4% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=1.5% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=2.7% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=5.3% mem=66.8%
[monitor] busy=1 idle=9 conns=11 cpu=12.6% mem=66.8%
[monitor] busy=1 idle=9 conns=10 cpu=5.7% mem=67.0%
[monitor] busy=1 idle=9 conns=10 cpu=2.8% mem=67.0%
[monitor] busy=1 idle=9 conns=10 cpu=1.2% mem=67.0%
[monitor] busy=1 idle=9 conns=10 cpu=6.3% mem=67.0%
[monitor] busy=1 idle=9 conns=10 cpu=11.6% mem=67.0%
[monitor] busy=1 idle=9 conns=10 cpu=11.1% mem=67.1%
[monitor] busy=1 idle=9 conns=10 cpu=7.5% mem=67.1%
[monitor] busy=1 idle=9 conns=10 cpu=10.1% mem=67.2%
[monitor] busy=1 idle=9 conns=10 cpu=10.6% mem=65.7%
[monitor] busy=1 idle=9 conns=10 cpu=8.3% mem=65.6%
[monitor] busy=1 idle=9 conns=10 cpu=12.9% mem=65.6%
[monitor] busy=1 idle=9 conns=10 cpu=9.9% mem=65.6%
[monitor] busy=1 idle=9 conns=10 cpu=6.2% mem=65.7%
[monitor] busy=1 idle=9 conns=10 cpu=14.0% mem=65.6%
[monitor] busy=1 idle=9 conns=10 cpu=7.8% mem=65.6%
[monitor] busy=1 idle=9 conns=2 cpu=8.8% mem=65.5%
[monitor] busy=1 idle=9 conns=2 cpu=5.8% mem=65.5%
[monitor] busy=1 idle=9 conns=2 cpu=3.7% mem=65.5%
[monitor] busy=1 idle=9 conns=2 cpu=1.3% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=2.1% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=1.8% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=1.6% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=1.4% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=0.7% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=0.8% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.5%
[monitor] busy=1 idle=9 conns=0 cpu=0.5% mem=65.4%
[monitor] busy=1 idle=9 conns=0 cpu=0.4% mem=65.4%
